theta    22     25     30   
4.900884539600077 280.8 -109.69953170135017 -109.69953183318832 -109.6995318408883
4.9637163926718735 284.40000000000003 -107.71894031318355 -107.71894044971155 -107.7189404567685
5.026548245743669 288.0 -105.6271256910589 -105.62712581548325 -105.62712582294685
5.089380098815465 291.6 -103.422881250657 -103.42288136619429 -103.42288137432868
5.15221195188726 295.2 -101.10642850189664 -101.10642862791057 -101.10642863556318
5.215043804959056 298.8 -98.67989645459966 -98.67989659352432 -98.67989660047363
5.277875658030852 302.4 -96.14790136192066 -96.14790149322776 -96.14790150075767
5.340707511102648 306.0 -93.51823134324142 -93.51823145807971 -93.51823146634615
5.403539364174444 309.6 -90.80263064682036 -90.80263076521794 -90.80263077277462
5.46637121724624 313.2 -88.01766211168689 -88.01766224936621 -88.01766225615762
5.529203070318036 316.8 -85.18560220340343 -85.18560234271972 -85.18560235038831
5.592034923389832 320.4 -82.3352899691406 -82.33529008736615 -82.33529009581706
5.654866776461628 324.0 -79.50281019824247 -79.50281030854424 -79.50281031590285
5.717698629533424 327.6 -76.73184631396367 -76.73184644592065 -76.7318464524991
5.7805304826052195 331.2 -74.07350002285469 -74.07350017017306 -74.07350017812222
5.843362335677016 334.8 -71.58535907483594 -71.5853592014341 -71.58535921013703
5.9061941887488105 338.4 -69.32962309818834 -69.32962320041055 -69.32962320736304
5.969026041820607 342.0 -67.3701910263559 -67.37019114645243 -67.37019115270083
6.031857894892402 345.59999999999997 -65.7687815204894 -65.76878167735569 -65.76878168595485
6.094689747964199 349.2 -64.5803846255949 -64.58038477077648 -64.58038478004997
6.157521601035994 352.8 -63.848578894597864 -63.848578975416785 -63.84857898080171
6.220353454107791 356.4 -63.601414525795526 -63.601414568071085 -63.601414570595004
Description: Solvation energy moving the charges closer. 3 charges tested.
